topic_id,uuid,target_event,option_A,option_B,option_C,option_D,golden_answer,split,tsne_x,tsne_y
23,2e862230-6ca3-40ab-9d1d-650a4805e8a9,TEPCO began releasing the first batch of treated radioactive water into the Pacific Ocean.,Prime Minister Fumio Kishida announced Japan would begin discharging treated radioactive water from the Fukushima Daiichi plant into the sea as early as Thursday.,The Chinese government criticized Japan’s plan to release wastewater.,"Fishermen, including Haruo Ono, sued the Japanese government to stop the water release.",South Korea banned seafood imports from the Fukushima area.,A,train,36.469322,-105.29969
3,93543913-374a-4b31-8e50-a981995fde94,Five people died during the riots.,Supporters stormed the U.S. Capitol.,Trump addressed the crowd.,"The House and Senate recessed, and the Capitol was locked down.",Trump urged supporters to march to the Capitol.,A,train,-48.265633,-32.208183
16,69bbc3ff-8c20-48c7-b9a4-fffb077272a6,Nvidia announced it is significantly increasing chip supply to meet surging demand.,"Jensen Huang, Chris Malachowsky, and Curtis Priem founded Nvidia in 1993.",Jensen Huang took Nvidia public on Nasdaq in 1999.,"The tech industry increased its focus on A.I., causing a shortage of chips.",Foreign investors purchased a net 15.8 trillion won ($11.6 billion) of South Korean stocks from January through March.,C,train,65.89447,-0.89274925
25,a66cfdd8-4728-4fa4-b928-ac9eea83bb5a,Prime Minister Edouard Philippe announced nearly 500 million euros in aid for low-income motorists.,"On November 17, 2018, approximately 288,000 ""yellow vest"" protestors participated in a national blockade across France.","The Macron government announced an increase in gas taxes effective January 1, 2019.","On November 24, 2018, ""yellow vest"" protestors blocked the Champs Elysées in Paris, leading to confrontations.","On November 17, 2018, approximately 288,000 ""yellow vest"" protestors participated in a national blockade across France.","A,C,D",train,40.06225,-22.01588
32,738fe860-3366-4543-8e19-7b12d38c2c18,"The last U.S. military planes departed Afghanistan around midnight Monday (Kabul time), completing the withdrawal.",The Taliban began a massive offensive in early May 2021.,"The U.S. and the Taliban signed a peace agreement in Doha on February 29, 2020.","A suicide bombing claimed by ISIS-K killed nearly 200 Afghans and 13 U.S. service members outside Kabul's airport on August 26, 2021.","Taliban fighters spread across Kabul streets, riding motorbikes and driving seized police vehicles and Humvees.",B,train,-73.18364,92.167694
36,56a8b1a2-a918-4ae3-9070-f95120df8c7f,Silicon Valley Bank suspended trading of its shares on Friday.,Silicon Valley Bank's stock cratered.,The Federal Reserve raised interest rates over the past year.,Many tech firms withdrew deposits from SVB following advice from venture capital firms.,Silicon Valley Bank made emergency moves to handle withdrawal requests.,A,train,54.877056,-26.355427
15,f20dd932-0808-42f0-a9f5-637aedd0dc8a,Millions of people started using ChatGPT immediately after its launch.,Schulman and colleagues used these scores in a reinforcement learning algorithm.,"OpenAI publicly released ChatGPT as a free research preview on November 30, 2022.",OpenAI collected examples of good dialogue responses from people to train an initial version of ChatGPT.,Human judges scored the initial model’s responses.,B,train,78.59299,41.963512
15,a170c3fd-543b-4249-b308-f0f4b4332bd8,ChatGPT quickly reached one million daily active users.,Millions of people started using ChatGPT immediately after its launch.,OpenAI made DALL-E 2 available as an API.,"OpenAI launched the DALL-E 2 beta on July 20, 2022.",OpenAI trained InstructGPT to produce less toxic text.,A,train,85.11835,46.1803
1,65537e32-b200-40b0-9867-c41b32630cbe,The United Kingdom held a referendum on June 23.,Cameron's attempt to renegotiate the U.K.'s EU membership terms failed.,The nation divided into 'remain' and 'leave' camps.,The Conservative Party won the election.,Prime Minister David Cameron pledged a referendum on EU membership in 2013.,"C,D",train,32.26898,19.315002
10,08f02426-e817-4eee-9880-73a7ffd128e4,"The new 10% tariffs will go into effect on Saturday, and reciprocal rates next Wednesday.",Trump announced tariffs on Chinese goods and any country buying oil from Venezuela.,Premier Ford paused Ontario's electricity surcharge.,President Trump reversed his plan to raise tariffs on Canadian steel and aluminum imports.,Trump announced tariffs on Chinese goods and any country buying oil from Venezuela.,"A,D",train,30.306097,-53.484352
25,7cb64900-2950-433a-97bf-9b7ec9f3182e,"Authorities mobilized 3,000 officers and set up a security perimeter to contain 8,000 protesters and protect government buildings in Paris.","The ""yellow vests"" movement caused roadblocks across France.","227 people were injured in the protests, with six severely.",A protester was accidentally run over and killed by a car near Lyon during demonstrations.,73 people were taken into police custody during the protests.,A,train,-45.68135,-21.471134
16,d7a55b00-2b1a-4994-b007-3627bdb0c261,"Nvidia shares surged 24% to a record high, triggering a stock rally for Nvidia and other AI-adjacent businesses.",Nvidia announced it is significantly increasing chip supply to meet surging demand.,"Jensen Huang, Chris Malachowsky, and Curtis Priem founded Nvidia in 1993.",Nvidia announced it is significantly increasing chip supply to meet surging demand.,Jensen Huang took Nvidia public on Nasdaq in 1999.,"A,C",train,65.77477,-8.734315
19,638ccbcd-11a0-4863-8cda-8f01f3ff72b8,"Burst pipes led to widespread water disruptions, affecting over 15 million people in Texas.","San Antonio Mayor Ron Nirenberg and Bexar County Judge Wolff issued a joint declaration urging precautions, travel limits, and energy conservation, activating emergency management plans.","On February 11, a 130+ vehicle crash on I-35 in Fort Worth resulted in 6 deaths and over 65 hospitalizations.","Regional power generators spontaneously shut down, including three coal plants and a gas plant in Corpus Christi.",Outdoor temperatures plunged to arctic levels.,D,train,2.6560652,-78.47412
28,26156314-398b-42c3-a3c4-29b83990f840,Putin delivered a televised address accusing Prigozhin of treason.,Prigozhin declared an armed rebellion.,Wagner forces seized control of the military headquarters in Rostov-on-Don.,Yevgeny Prigozhin recruited Deputy Defense Minister Mikhail Mizintsev in April.,Prigozhin declared an armed rebellion.,"A,B,D",train,-87.8255,37.29524
31,639be659-fa63-48ff-b77e-994a1a83c963,"French women launched the #BalanceTonPorc social media campaign, sharing stories of aggression and harassment.",Harvey Weinstein appeared in a bathrobe and asked Ashley Judd for sexual favors.,"The New York Times published an investigation into Harvey Weinstein's sexual harassment on October 5, 2017.","The New York Times published an investigation into Harvey Weinstein's sexual harassment on October 5, 2017.","In 2014, Harvey Weinstein invited Emily Nestor to a hotel.","B,C",train,33.646378,85.327675
16,c8682e27-335e-4621-9af3-39272ff87948,"Nvidia's market cap briefly reached $1 trillion on Tuesday, following its report of better-than-expected Q1 revenues and a prediction of Q2 revenues 50% above analyst expectations.","The tech industry increased its focus on A.I., causing a shortage of chips.",Jensen Huang took Nvidia public on Nasdaq in 1999.,"Nvidia released its first-quarter earnings report, estimating $11 billion in second-quarter sales and reporting $1.09 earnings per share.",Foreign investors purchased a net 15.8 trillion won ($11.6 billion) of South Korean stocks from January through March.,C,train,75.82054,-7.121173
19,b5c00f33-d446-48a4-83a5-97123da489ae,Outdoor temperatures plunged to arctic levels.,Texas Gov. Greg Abbott issued a disaster declaration in all 254 counties.,"ERCOT officials acknowledged ""pretty frigid temperatures"" were headed to Texas during a board meeting.","A major winter storm hit a large part of the United States on Monday, bringing heavy snow and cold temperatures.","San Antonio Mayor Ron Nirenberg and Bexar County Judge Wolff issued a joint declaration urging precautions, travel limits, and energy conservation, activating emergency management plans.",C,train,-24.159006,-85.02505
17,f34eae77-32fa-4495-9022-23409f088341,"Fire crews contained several fires, including the Kenneth, Lidia, Sunset, Auto, Hurst, Archer, and San Diego area fires.",None of the others are correct causes.,The Park Fire became the fourth-largest in California history.,The Park Fire ignited in July in Northern California.,"The Eaton fire burned over 14,000 acres, destroyed thousands of homes, and displaced tens of thousands.",A,train,-66.50865,-79.62572
27,a0a4d1b6-fd91-4a3a-b7cd-75abf87e2a5d,Liz Truss fired Treasury chief Kwasi Kwarteng.,Queen Elizabeth II died on September 8.,Boris Johnson resigned on July 7.,The country's currency plummeted in value and government borrowing costs rose after the announcement.,The country's currency plummeted in value and government borrowing costs rose after the announcement.,"C,D",train,1.0787641,78.703384
11,1fe17b28-a7c8-400b-8ae6-4d82dc161775,The United States enacted semiconductor export controls limiting China’s access to advanced semiconductor technologies in October 2022.,Japan approved China’s WTO bid in 1999.,Economists led by David Autor found that Chinese import competition caused the loss of 1 million U.S. manufacturing jobs between 1990 and 2007.,None of the others are correct causes.,"Donald Trump stated at a campaign rally in May 2016 that China was ""raping our country"" and committing ""the greatest theft in the history of the world.""",C,train,89.609825,-4.34505
2,ae50eead-4ace-4f1b-aee0-32dec28dc3c2,"Lockdowns obstructed agricultural flow, resulting in hiked food prices, food shortages, malnutrition, and deaths.",COVID-19 forced countries into lockdown.,The coronavirus pandemic halted the global economy.,COVID-19 forced countries into lockdown.,The Italian government called in the military to enforce its lockdown and ordered non-essential businesses to close by March 22.,"A,C,D",train,1.8446628,-63.591373
21,0360305c-2fb4-47cc-99d6-c14ac763def2,A Myanmar court convicted Aung San Suu Kyi and Sean Turnell to three years in jail for violating the official secrets act.,The army announced power was handed to commander-in-chief Min Aung Hlaing and declared a national state of emergency for one year.,Vice President Myint Swe was installed as acting President.,"A military spokesperson warned of ""action"" if the dispute wasn't settled and refused to rule out a coup.","The military repeatedly disputed the election results, alleging fraud and calling on the election commission to release polling data.",A,train,-50.208237,30.289755
29,80a8f312-fbfa-4676-aa03-1393e6864590,"The U.S. Congress defined legal requirements for stablecoins, including HQLA, one-for-one backing, and audits.","On May 20, 2025, the Senate voted 66-32 to advance a modified version of the GENIUS Act.","In March 2023, major stablecoins like USDC experienced brief de-pegging events due to banking sector stress.","On June 17, 2025, the U.S. Senate passed the GENIUS Act.","In November 2022, the FTX exchange failed.","A,C",train,95.10543,-21.336512
